publicid,TotalCount,mmi1,mmi2,mmi3,mmi4,mmi5,mmi6,mmi7,mmi8,mmi9
2019p669732,2,0,0,2,0,0,0,0,0,0
2019p669589,4,0,0,2,1,1,0,0,0,0
2019p669568,1,0,0,0,1,0,0,0,0,0
2019p669531,1,0,0,1,0,0,0,0,0,0
2019p669521,1,0,0,1,0,0,0,0,0,0
2019p669517,1,0,0,1,0,0,0,0,0,0
2019p669465,13,0,0,7,5,1,0,0,0,0
2019p669401,1,0,0,1,0,0,0,0,0,0
2019p669278,1,0,0,1,0,0,0,0,0,0
2019p669272,1,0,0,1,0,0,0,0,0,0
2019p669013,1,0,0,1,0,0,0,0,0,0
2019p668867,2,0,0,2,0,0,0,0,0,0
2019p668841,1,0,0,1,0,0,0,0,0,0
2019p668774,1,0,0,1,0,0,0,0,0,0
2019p668703,1,0,0,1,0,0,0,0,0,0
2019p668645,3,0,0,3,0,0,0,0,0,0
2019p668616,6,0,0,2,4,0,0,0,0,0
2019p668548,1,0,0,1,0,0,0,0,0,0
2019p668492,4,0,0,3,1,0,0,0,0,0
2019p668479,2,0,0,2,0,0,0,0,0,0
2019p668434,2,0,0,2,0,0,0,0,0,0
2019p668425,2,0,0,2,0,0,0,0,0,0
2019p668397,2,0,0,2,0,0,0,0,0,0
2019p668389,2,0,0,2,0,0,0,0,0,0
2019p668388,2,0,0,2,0,0,0,0,0,0
2019p668380,6,0,0,6,0,0,0,0,0,0
2019p668370,5,0,0,5,0,0,0,0,0,0
2019p668323,1,0,0,1,0,0,0,0,0,0
2019p668312,3,0,0,2,0,0,0,0,1,0
2019p668283,1,0,0,1,0,0,0,0,0,0
2019p668158,2,0,0,2,0,0,0,0,0,0
2019p668150,1,0,0,1,0,0,0,0,0,0
2019p668085,1,0,0,1,0,0,0,0,0,0
2019p668055,2,0,0,2,0,0,0,0,0,0
2019p668052,2,0,0,2,0,0,0,0,0,0
2019p668045,2,0,0,2,0,0,0,0,0,0
2019p667985,3,0,0,1,1,0,1,0,0,0
2019p667948,2,0,0,2,0,0,0,0,0,0
2019p667920,3,0,0,2,0,0,0,0,1,0
2019p667916,4,0,0,2,1,0,0,0,1,0
2019p667791,3,0,0,2,0,0,0,0,1,0
2019p667704,2,0,0,1,0,0,1,0,0,0
2019p667641,4,0,0,3,1,0,0,0,0,0
2019p667634,4,0,0,3,1,0,0,0,0,0
2019p667548,5,0,0,4,1,0,0,0,0,0
2019p667523,3,0,0,2,1,0,0,0,0,0
2019p667461,1,0,0,1,0,0,0,0,0,0
2019p667387,1,0,0,1,0,0,0,0,0,0
2019p667327,2,0,0,2,0,0,0,0,0,0
2019p667303,1,0,0,1,0,0,0,0,0,0
2019p667290,1,0,0,1,0,0,0,0,0,0
2019p667167,4,0,0,4,0,0,0,0,0,0
2019p667153,4,0,0,3,0,0,1,0,0,0
2019p667117,2,0,0,1,1,0,0,0,0,0
2019p667080,1,0,0,1,0,0,0,0,0,0
2019p667027,5,0,0,5,0,0,0,0,0,0
2019p666989,7,0,0,6,1,0,0,0,0,0
2019p666976,6,0,0,6,0,0,0,0,0,0
2019p666920,2,0,0,1,0,0,0,1,0,0
2019p666908,2,0,0,1,0,0,0,1,0,0
2019p666900,3,0,0,3,0,0,0,0,0,0
2019p666895,3,0,0,3,0,0,0,0,0,0
2019p666774,2,0,0,2,0,0,0,0,0,0
2019p666726,3,0,0,3,0,0,0,0,0,0
2019p666694,1,0,0,1,0,0,0,0,0,0
2019p666646,5,0,0,3,2,0,0,0,0,0
2019p666601,6,0,0,2,4,0,0,0,0,0
2019p666587,9,0,0,6,3,0,0,0,0,0
2019p666560,22,0,0,12,10,0,0,0,0,0
2019p666547,47,0,0,26,19,2,0,0,0,0
2019p666544,46,0,0,25,19,2,0,0,0,0
2019p666456,1,0,0,0,1,0,0,0,0,0
2019p666451,1,0,0,0,1,0,0,0,0,0
2019p666367,1,0,0,1,0,0,0,0,0,0
2019p666364,1,0,0,1,0,0,0,0,0,0
2019p666362,1,0,0,1,0,0,0,0,0,0
2019p666359,1,0,0,1,0,0,0,0,0,0
2019p666304,1,0,0,0,1,0,0,0,0,0
2019p666275,2,0,0,0,1,1,0,0,0,0
2019p666258,4,0,0,3,0,1,0,0,0,0
2019p666230,10,0,0,10,0,0,0,0,0,0
2019p666207,1,0,0,1,0,0,0,0,0,0
2019p666200,1,0,0,1,0,0,0,0,0,0
2019p666190,1,0,0,1,0,0,0,0,0,0
2019p666176,2,0,0,1,0,1,0,0,0,0
2019p666170,3,0,0,1,0,1,1,0,0,0
2019p666159,4,0,0,1,1,1,1,0,0,0
2019p666154,6,0,0,3,1,1,1,0,0,0
2019p666144,6,0,0,4,1,0,1,0,0,0
2019p666135,4,0,0,3,1,0,0,0,0,0
2019p666124,3,0,0,2,0,1,0,0,0,0
2019p666125,3,0,0,2,0,1,0,0,0,0
2019p666123,3,0,0,2,0,1,0,0,0,0
2019p666115,2,0,0,1,0,1,0,0,0,0
2019p666110,4,0,0,2,1,1,0,0,0,0
2019p666103,3,0,0,1,1,1,0,0,0,0
2019p666067,14,0,0,9,1,2,0,1,1,0
2019p666037,5,0,0,3,0,1,1,0,0,0
2019p666024,7,0,0,5,0,1,1,0,0,0
2019p666019,9,0,0,7,0,1,1,0,0,0
2019p666008,10,0,0,8,2,0,0,0,0,0
2019p666006,10,0,0,8,2,0,0,0,0,0
2019p666000,9,0,0,7,2,0,0,0,0,0
2019p665998,9,0,0,7,2,0,0,0,0,0
2019p665993,10,0,0,8,2,0,0,0,0,0
2019p665973,7,0,0,7,0,0,0,0,0,0
2019p665963,7,0,0,7,0,0,0,0,0,0
2019p665951,7,0,0,6,1,0,0,0,0,0
2019p665925,12,0,0,7,3,1,1,0,0,0
2019p665918,13,0,0,9,2,1,1,0,0,0
2019p665895,32,0,0,24,4,1,2,0,1,0
2019p665890,33,0,0,25,4,1,2,0,1,0
2019p665873,16,0,0,13,1,2,0,0,0,0
2019p665867,19,0,0,15,0,3,0,1,0,0
2019p665849,23,0,0,16,2,2,2,1,0,0
2019p665818,29,0,0,20,8,0,1,0,0,0
2019p665811,29,0,0,21,6,1,1,0,0,0
2019p665805,33,0,0,18,11,2,2,0,0,0
2019p665785,66,0,0,43,17,3,2,0,1,0
2019p665776,120,0,0,83,26,8,2,0,1,0
2019p665773,123,0,0,82,26,11,3,0,1,0
2019p665753,124,0,0,72,31,14,6,0,1,0
2019p665749,95,0,0,48,27,14,5,0,1,0
2019p665747,91,0,0,43,30,12,5,0,1,0
2019p665743,106,0,0,48,39,12,6,0,1,0
2019p665738,121,0,0,62,44,10,4,0,1,0
2019p665733,145,0,0,76,55,9,4,0,1,0
2019p665732,155,0,0,82,58,10,4,0,1,0
2019p665728,171,0,0,93,64,10,4,0,0,0
2019p665722,188,0,0,92,78,14,4,0,0,0
2019p665718,204,0,0,101,79,20,4,0,0,0
2019p665713,206,0,0,106,75,20,3,1,1,0
2019p665703,237,0,0,120,76,32,5,3,1,0
2019p665702,246,0,0,124,79,33,6,3,1,0
2019p665695,300,0,0,142,100,43,9,4,2,0
2019p665683,441,0,0,185,167,72,12,4,1,0
2019p665682,492,0,0,210,178,83,15,4,2,0
2019p665680,530,0,0,228,190,89,16,4,3,0
2019p665669,1466,0,0,649,564,210,29,4,10,0
2019p665661,4410,0,0,2208,1539,558,79,10,16,0
2019p665658,4368,0,0,2195,1519,549,79,10,16,0
2019p664213,2,0,0,0,1,1,0,0,0,0
2019p664205,2,0,0,1,0,1,0,0,0,0
2019p663850,19,0,0,8,9,2,0,0,0,0
2019p663803,3,0,0,2,1,0,0,0,0,0
2019p663782,23,0,0,16,7,0,0,0,0,0
2019p663537,2,0,0,1,1,0,0,0,0,0
2019p663466,3,0,0,3,0,0,0,0,0,0
2019p663290,1,0,0,0,0,0,1,0,0,0
2019p663249,1,0,0,1,0,0,0,0,0,0
2019p663239,1,0,0,1,0,0,0,0,0,0
2019p663233,1,0,0,1,0,0,0,0,0,0
2019p663119,1,0,0,1,0,0,0,0,0,0
2019p663016,1,0,0,1,0,0,0,0,0,0
2019p662218,1,0,0,0,0,0,0,0,1,0
2019p662014,1,0,0,0,0,0,0,0,1,0
2019p661788,1,0,0,1,0,0,0,0,0,0
2019p661514,2,0,0,1,0,0,0,0,1,0
2019p661500,2,0,0,1,0,0,0,0,1,0
2019p660540,1,0,0,1,0,0,0,0,0,0
2019p660363,2,0,0,2,0,0,0,0,0,0
2019p660231,1,0,0,0,1,0,0,0,0,0
2019p659886,1,0,0,1,0,0,0,0,0,0
2019p659325,1,0,0,1,0,0,0,0,0,0
2019p658797,2,0,0,2,0,0,0,0,0,0
2019p658462,3,0,0,2,1,0,0,0,0,0
2019p658354,1,0,0,0,1,0,0,0,0,0
2019p658337,1,0,0,0,1,0,0,0,0,0
2019p658033,4,0,0,3,0,0,0,0,1,0
2019p657866,4,0,0,4,0,0,0,0,0,0
2019p657848,2,0,0,2,0,0,0,0,0,0
2019p657777,2,0,0,2,0,0,0,0,0,0
2019p657717,2,0,0,2,0,0,0,0,0,0
2019p657468,1,0,0,1,0,0,0,0,0,0
2019p657260,2,0,0,2,0,0,0,0,0,0
2019p656783,1,0,0,0,1,0,0,0,0,0
2019p656226,2,0,0,2,0,0,0,0,0,0
2019p655957,1,0,0,1,0,0,0,0,0,0
2019p655940,1,0,0,1,0,0,0,0,0,0
2019p655560,1,0,0,1,0,0,0,0,0,0
2019p655025,1,0,0,1,0,0,0,0,0,0
2019p654788,1,0,0,0,1,0,0,0,0,0
2019p654461,1,0,0,1,0,0,0,0,0,0
2019p654452,1,0,0,1,0,0,0,0,0,0
2019p653386,1,0,0,1,0,0,0,0,0,0
2019p652734,1,0,0,0,0,1,0,0,0,0
2019p652688,1,0,0,0,1,0,0,0,0,0
2019p652609,4,0,0,4,0,0,0,0,0,0
2019p652599,4,0,0,4,0,0,0,0,0,0
2019p652322,1,0,0,1,0,0,0,0,0,0
2019p651406,3,0,0,3,0,0,0,0,0,0
2019p651232,1,0,0,0,0,0,0,0,1,0
2019p650775,5,0,0,3,2,0,0,0,0,0
2019p650739,17,0,0,15,2,0,0,0,0,0
2019p649909,2,0,0,2,0,0,0,0,0,0
2019p649838,9,0,0,9,0,0,0,0,0,0
2019p649098,1,0,0,1,0,0,0,0,0,0
2019p647957,1,0,0,1,0,0,0,0,0,0
2019p647716,1,0,0,1,0,0,0,0,0,0
2019p647111,3,0,0,1,1,1,0,0,0,0
2019p647068,1,0,0,1,0,0,0,0,0,0
2019p647022,3,0,0,3,0,0,0,0,0,0
2019p646957,5,0,0,5,0,0,0,0,0,0
2019p646822,1,0,0,0,1,0,0,0,0,0
2019p646163,1,0,0,1,0,0,0,0,0,0
2019p644376,2,0,0,2,0,0,0,0,0,0
2019p644220,1,0,0,1,0,0,0,0,0,0
2019p643794,1,0,0,0,1,0,0,0,0,0
2019p643071,2,0,0,2,0,0,0,0,0,0
2019p642851,2,0,0,2,0,0,0,0,0,0
2019p642819,2,0,0,1,1,0,0,0,0,0
2019p642802,3,0,0,3,0,0,0,0,0,0
2019p642665,1,0,0,0,1,0,0,0,0,0
2019p642638,1,0,0,1,0,0,0,0,0,0
2019p642620,3,0,0,3,0,0,0,0,0,0
2019p642017,2,0,0,2,0,0,0,0,0,0
2019p639033,2,0,0,0,2,0,0,0,0,0
2019p636593,1,0,0,1,0,0,0,0,0,0
2019p636267,1,0,0,1,0,0,0,0,0,0
2019p635890,4,0,0,3,1,0,0,0,0,0
2019p635508,1,0,0,1,0,0,0,0,0,0
2019p633971,1,0,0,1,0,0,0,0,0,0
2019p633700,1,0,0,1,0,0,0,0,0,0
2019p633660,2,0,0,2,0,0,0,0,0,0
2019p633396,2,0,0,1,1,0,0,0,0,0
2019p632637,1,0,0,1,0,0,0,0,0,0
2019p632039,2,0,0,0,2,0,0,0,0,0
2019p631904,5,0,0,0,5,0,0,0,0,0
2019p631574,1,0,0,0,1,0,0,0,0,0
2019p631441,34,0,0,17,12,5,0,0,0,0
2019p631414,307,0,0,76,159,66,6,0,0,0
2019p631382,140,0,0,47,60,31,2,0,0,0
2019p630990,165,0,0,71,77,16,1,0,0,0
2019p630888,586,0,0,199,313,71,3,0,0,0
2019p630556,5,0,0,3,2,0,0,0,0,0
2019p629162,1,0,0,1,0,0,0,0,0,0
2019p629031,1,0,0,1,0,0,0,0,0,0
2019p627886,2,0,0,2,0,0,0,0,0,0
2019p627810,4,0,0,3,1,0,0,0,0,0
2019p627751,32,0,0,22,10,0,0,0,0,0
2019p627415,1,0,0,1,0,0,0,0,0,0
2019p627274,2,0,0,1,1,0,0,0,0,0
2019p626988,1,0,0,1,0,0,0,0,0,0
2019p626475,2,0,0,2,0,0,0,0,0,0
2019p626459,1,0,0,1,0,0,0,0,0,0
2019p626375,5,0,0,5,0,0,0,0,0,0
2019p625788,1,0,0,0,1,0,0,0,0,0
2019p625290,1,0,0,1,0,0,0,0,0,0
2019p624424,98,0,0,52,44,2,0,0,0,0
2019p624420,103,0,0,56,44,3,0,0,0,0
2019p623772,1,0,0,1,0,0,0,0,0,0
2019p623559,1,0,0,1,0,0,0,0,0,0
2019p623273,2,0,0,2,0,0,0,0,0,0
2019p623268,2,0,0,2,0,0,0,0,0,0
2019p623223,1,0,0,0,0,1,0,0,0,0
2019p622925,1,0,0,1,0,0,0,0,0,0
2019p622917,2,0,0,2,0,0,0,0,0,0
2019p622669,10,0,0,6,4,0,0,0,0,0
2019p622488,237,0,0,141,87,7,2,0,0,0
2019p622287,2,0,0,2,0,0,0,0,0,0
2019p622125,6,0,0,5,1,0,0,0,0,0
2019p622044,2,0,0,1,0,0,0,0,1,0
2019p621450,2,0,0,2,0,0,0,0,0,0
2019p619646,1,0,0,1,0,0,0,0,0,0
2019p619058,1,0,0,0,1,0,0,0,0,0
2019p618876,1,0,0,0,0,0,0,0,1,0
2019p618365,1,0,0,1,0,0,0,0,0,0
2019p616886,2,0,0,2,0,0,0,0,0,0
2019p616233,1,0,0,1,0,0,0,0,0,0
2019p616045,1,0,0,1,0,0,0,0,0,0
2019p615665,1,0,0,1,0,0,0,0,0,0
2019p614801,1,0,0,1,0,0,0,0,0,0
2019p614685,7,0,0,4,3,0,0,0,0,0
2019p614667,3,0,0,2,1,0,0,0,0,0
2019p614666,3,0,0,2,1,0,0,0,0,0
2019p614487,1,0,0,1,0,0,0,0,0,0
2019p614375,1,0,0,1,0,0,0,0,0,0
2019p613232,1,0,0,0,1,0,0,0,0,0
2019p612667,1,0,0,0,1,0,0,0,0,0
2019p612612,1,0,0,1,0,0,0,0,0,0
2019p612346,2,0,0,0,2,0,0,0,0,0
2019p612066,1,0,0,1,0,0,0,0,0,0
2019p611787,1,0,0,1,0,0,0,0,0,0
2019p611587,1,0,0,0,1,0,0,0,0,0
2019p611338,6,0,0,6,0,0,0,0,0,0
2019p610406,11,0,0,5,6,0,0,0,0,0
2019p610402,12,0,0,5,7,0,0,0,0,0
2019p610395,11,0,0,5,6,0,0,0,0,0
2019p610387,9,0,0,4,5,0,0,0,0,0
2019p610117,2,0,0,1,1,0,0,0,0,0
2019p609080,1,0,0,1,0,0,0,0,0,0
2019p608912,1,0,0,1,0,0,0,0,0,0
2019p608911,1,0,0,1,0,0,0,0,0,0
2019p608910,1,0,0,1,0,0,0,0,0,0
2019p608883,1,0,0,1,0,0,0,0,0,0
2019p608460,3,0,0,1,2,0,0,0,0,0
2019p608197,1,0,0,1,0,0,0,0,0,0
2019p608196,1,0,0,1,0,0,0,0,0,0
2019p607127,1,0,0,1,0,0,0,0,0,0
2019p607037,1,0,0,0,0,1,0,0,0,0
2019p606510,3,0,0,2,0,1,0,0,0,0
2019p606248,3,0,0,3,0,0,0,0,0,0
2019p606139,7,0,0,6,0,1,0,0,0,0
2019p605938,7,0,0,4,3,0,0,0,0,0
2019p605690,1,0,0,1,0,0,0,0,0,0
2019p604937,12,0,0,6,5,1,0,0,0,0
2019p604912,13,0,0,7,4,2,0,0,0,0
2019p604749,26,0,0,14,12,0,0,0,0,0
2019p604673,5,0,0,3,0,1,0,0,1,0
2019p604116,8,0,0,6,0,0,0,0,2,0
2019p603671,2,0,0,2,0,0,0,0,0,0
2019p603661,3,0,0,3,0,0,0,0,0,0
2019p603461,786,0,0,497,271,17,0,0,1,0
2019p603244,2,0,0,1,1,0,0,0,0,0
2019p602967,5,0,0,3,2,0,0,0,0,0
2019p602832,2,0,0,2,0,0,0,0,0,0
2019p602805,1,0,0,1,0,0,0,0,0,0
2019p602792,1,0,0,1,0,0,0,0,0,0
2019p602663,4,0,0,2,2,0,0,0,0,0
2019p602543,150,0,0,78,58,14,0,0,0,0
2019p601411,1,0,0,0,1,0,0,0,0,0
2019p601166,2,0,0,2,0,0,0,0,0,0
2019p600886,2,0,0,2,0,0,0,0,0,0
2019p599828,14,0,0,10,3,1,0,0,0,0
2019p599508,1,0,0,1,0,0,0,0,0,0
2019p599476,1,0,0,1,0,0,0,0,0,0
2019p599463,1,0,0,1,0,0,0,0,0,0
2019p598019,2,0,0,1,0,1,0,0,0,0
2019p598010,2,0,0,1,0,1,0,0,0,0
2019p597861,2,0,0,2,0,0,0,0,0,0
2019p597782,1,0,0,1,0,0,0,0,0,0
2019p597019,1,0,0,0,1,0,0,0,0,0
2019p597002,1,0,0,0,1,0,0,0,0,0
2019p596831,2,0,0,1,0,0,0,0,1,0
2019p596740,2,0,0,2,0,0,0,0,0,0
2019p596674,1,0,0,1,0,0,0,0,0,0
2019p596649,1,0,0,1,0,0,0,0,0,0
2019p596647,1,0,0,1,0,0,0,0,0,0
2019p596620,1,0,0,1,0,0,0,0,0,0
2019p596614,1,0,0,1,0,0,0,0,0,0
2019p596572,1,0,0,1,0,0,0,0,0,0
2019p595996,1,0,0,1,0,0,0,0,0,0
2019p595869,1,0,0,0,1,0,0,0,0,0
2019p595838,2,0,0,2,0,0,0,0,0,0
2019p595794,2,0,0,2,0,0,0,0,0,0
2019p595762,1,0,0,0,1,0,0,0,0,0
2019p595723,4,0,0,3,1,0,0,0,0,0
2019p595631,108,0,0,76,28,3,0,0,1,0
2019p595624,126,0,0,91,32,2,0,0,1,0
2019p595410,1,0,0,1,0,0,0,0,0,0
2019p595399,1,0,0,1,0,0,0,0,0,0
2019p595076,1,0,0,1,0,0,0,0,0,0
2019p595025,2,0,0,1,1,0,0,0,0,0
2019p594859,2,0,0,1,1,0,0,0,0,0
2019p593364,1,0,0,1,0,0,0,0,0,0
2019p593050,1,0,0,1,0,0,0,0,0,0
2019p592587,1,0,0,1,0,0,0,0,0,0
2019p592503,1,0,0,0,0,1,0,0,0,0
2019p592261,1,0,0,0,1,0,0,0,0,0
2019p591896,2,0,0,1,1,0,0,0,0,0
2019p591661,2,0,0,1,1,0,0,0,0,0
2019p591588,1,0,0,1,0,0,0,0,0,0
2019p591572,3,0,0,2,1,0,0,0,0,0
2019p590930,1,0,0,1,0,0,0,0,0,0
2019p590534,2,0,0,0,2,0,0,0,0,0
2019p590310,1,0,0,1,0,0,0,0,0,0
2019p590123,5,0,0,4,1,0,0,0,0,0
2019p590082,65,0,0,45,19,1,0,0,0,0
2019p588429,1,0,0,1,0,0,0,0,0,0
2019p588424,1,0,0,1,0,0,0,0,0,0
2019p587477,1,0,0,0,1,0,0,0,0,0
2019p587385,1,0,0,0,1,0,0,0,0,0
2019p587151,1,0,0,1,0,0,0,0,0,0
2019p586609,3,0,0,3,0,0,0,0,0,0
2019p586120,7,0,0,2,4,0,1,0,0,0
2019p586094,6,0,0,3,2,1,0,0,0,0
2019p585625,12,0,0,5,6,1,0,0,0,0
2019p585518,11,0,0,7,4,0,0,0,0,0
2019p584279,19,0,0,19,0,0,0,0,0,0
2019p584042,5,0,0,4,1,0,0,0,0,0
2019p583928,1,0,0,0,1,0,0,0,0,0
2019p581720,2,0,0,2,0,0,0,0,0,0
2019p580130,1,0,0,1,0,0,0,0,0,0
2019p580032,3,0,0,2,0,0,0,0,1,0
2019p579443,2,0,0,2,0,0,0,0,0,0
2019p578957,1,0,0,1,0,0,0,0,0,0
2019p578720,1,0,0,1,0,0,0,0,0,0
2019p577881,3,0,0,0,3,0,0,0,0,0
2019p577426,1,0,0,0,1,0,0,0,0,0
2019p577279,2,0,0,2,0,0,0,0,0,0
2019p577200,1,0,0,1,0,0,0,0,0,0
2019p576549,1,0,0,1,0,0,0,0,0,0
2019p575957,1,0,0,1,0,0,0,0,0,0
2019p575745,24,0,0,18,6,0,0,0,0,0
2019p575389,1,0,0,0,1,0,0,0,0,0
2019p575225,11,0,0,6,3,2,0,0,0,0
2019p575188,49,0,0,27,22,0,0,0,0,0
2019p575058,1,0,0,1,0,0,0,0,0,0
2019p574692,1,0,0,1,0,0,0,0,0,0
2019p574312,1,0,0,1,0,0,0,0,0,0
2019p573851,1,0,0,1,0,0,0,0,0,0
2019p573848,1,0,0,1,0,0,0,0,0,0
2019p573430,41,0,0,37,4,0,0,0,0,0
2019p821811,3,0,0,3,0,0,0,0,0,0
2019p821181,2,0,0,1,1,0,0,0,0,0
2019p819520,1,0,0,1,0,0,0,0,0,0
2019p817005,1,0,0,1,0,0,0,0,0,0
2019p816430,3,0,0,3,0,0,0,0,0,0
2019p814323,1,0,0,1,0,0,0,0,0,0
2019p813309,1,0,0,1,0,0,0,0,0,0
2019p810538,6,0,0,4,2,0,0,0,0,0
2019p805346,4,0,0,3,0,0,0,0,1,0
2019p804970,4,0,0,2,2,0,0,0,0,0
2019p802751,1,0,0,1,0,0,0,0,0,0
2019p796011,1,0,0,0,1,0,0,0,0,0
2019p793905,4,0,0,3,1,0,0,0,0,0
2019p792721,3,0,0,3,0,0,0,0,0,0
2019p791350,284,0,0,134,121,25,1,0,3,0
2019p791203,3,0,0,2,1,0,0,0,0,0
2019p784906,1,0,0,0,1,0,0,0,0,0
2019p784771,1,0,0,1,0,0,0,0,0,0
2019p783907,2,0,0,2,0,0,0,0,0,0
2019p781674,1,0,0,1,0,0,0,0,0,0
2019p780362,1,0,0,1,0,0,0,0,0,0
2019p776383,4,0,0,3,1,0,0,0,0,0
2019p775332,2,0,0,2,0,0,0,0,0,0
2019p773094,4,0,0,4,0,0,0,0,0,0
2019p772415,1,0,0,0,1,0,0,0,0,0
2019p771757,1,0,0,1,0,0,0,0,0,0
2019p770061,5,0,0,5,0,0,0,0,0,0
2019p766671,1,0,0,1,0,0,0,0,0,0
